id,Name,Country,group,Biome,AreaKM2,Longitude,Latitude,Intactness_A,Intactness_R,Amphibian,Mammal,Bird,Food_A,Nonfood_A,Food_V,Nonfood_V,Livestock,Pasture_A,W_available,W_withdrawal,Sediment,NPP_actual,NPP_potential,C_veg,C_veg_pot,Forest,Wetland,Soil_C,Soil_C_density,CEC,Soil_water,Soil_N
201,Khrebet Kokshaal-Tau,"Kyrgyzstan, China",Mountains,Montane Grasslands & Shrublands,35367.5,77.684,40.855,0.630074349,0.593747079,0.123347126,37.60369655,161.0823864,35.07242643,5.815073525,160.8420954,88.96102973,3938.774986,0.445787686,908.3037641,819.5980813,6.22429886,175.1157409,176.0861366,1.414610143,3.022752302,0.000131442,9.20E-05,56.15114071,440.2757932,18.80202001,16.72990636,1.112572825
202,Khrebet Ketmen',"China, Kazakhstan",Mountains,Montane Grasslands & Shrublands,14843.37,80.642,43.268,0.555470086,0.501483477,1,55.42773322,216.8040541,396.5540091,41.91687788,1085.818561,618.0025299,9595.944658,0.668208516,164.8657981,1134.039765,2.990378141,334.0939926,366.6178207,8.428424292,18.01244726,0.078367254,0,82.02374341,492.4934811,28.21556663,15.13013005,2.191887413
203,Borohoro-Shan,China,Mountains,Montane Grasslands & Shrublands,63074.92,84.701,43.774,0.639124469,0.565628601,0.269051184,46.30517357,168.5968254,117.6357635,22.62522167,675.2968467,244.8874884,5943.146789,0.557231614,134.8675965,943.3825565,2.581733898,301.9826573,314.5404368,6.995617674,9.842076777,0.041087946,0.001656333,54.91650568,591.9687499,26.49035135,16.27963977,1.725171092
204,Khrebet Dzhungarskiy Alatau,"Kazakhstan, China",Mountains,"Temperate Grasslands, Savannas & Shrublands",43224.95,80.192,44.995,0.583643694,0.536055459,0.414826809,53.27278231,218.3403263,119.9754606,23.64553188,632.4151794,298.4252483,4857.870965,0.611733544,207.0533234,844.1010473,7.480470501,332.8819823,375.9546935,6.304143897,11.63804809,0.059138272,0.00061606,86.03361137,564.6923355,31.60200608,15.83898135,2.148829098
205,Khrebet Tarbagatay,"Kazakhstan, China",Mountains,"Temperate Grasslands, Savannas & Shrublands",20147.98,83.303,47.041,0.502496938,0.464931467,0.39239732,52.31144771,198.0689655,138.2477873,21.46873143,781.5256609,157.5262532,4121.710037,0.601812667,389.9804305,970.2873983,5.563913227,315.1309065,344.5043844,4.255476246,14.63952803,0.027836254,0.00064069,76.6044064,501.090322,30.67004543,14.85873205,2.733812054
206,Narat Shan,China,Mountains,Montane Grasslands & Shrublands,17915.71,82.739,43.04,0.623140586,0.55530707,0.790816864,46.83136167,186.6892655,375.0335666,47.37517489,601.8178318,457.8367146,13151.17329,0.705278783,221.8527093,1003.554372,2.117920117,249.7894945,255.9051085,16.21420672,23.04685315,0.093153312,0.001228286,71.42181851,710.1934715,31.56362301,16.5649944,2.132194178
207,Horo Shan,China,Mountains,Deserts & Xeric Shrublands,18736.34,84.513,42.173,0.669459211,0.603415817,0.028594771,34.31947849,129.591623,74.0767924,82.00000021,417.8174055,199.0518755,5288.398508,0.370384733,827.159035,925.0616127,6.801867901,91.58884367,82.06247631,7.072679366,2.591979529,0.003289472,0.006093617,45.93356542,448.4954089,19.68781113,16.74702114,1.118266599
208,Eren Habirga Shan,China,Mountains,Montane Grasslands & Shrublands,9531.77,85.135,42.693,0.560755727,0.531012055,0.456740977,39.5218949,146.8404255,1.51986755,0.758940375,27.85297965,34.86821095,2765.62183,0.549859588,149.155568,553.319424,6.021055819,222.1027972,238.0706401,14.16892077,5.414238416,0.001147127,0.066215499,61.05027852,636.1891528,28.79680162,16.92176708,1.649175638
209,Khrebet Saur,"China, Kazakhstan",Mountains,Montane Grasslands & Shrublands,7091.06,85.546,47.178,0.491656996,0.466098433,0.122410235,55.72670243,211.0294118,44.77096747,13.44112895,722.2935504,377.6911299,3534.506117,0.583651725,884.1954726,1016.585418,0.71000287,275.1428711,289.792786,6.537887404,11.66330645,0.043438162,0.000866623,76.71029351,598.181604,32.15411121,14.78525774,2.238666295
210,Bogda Shan,China,Mountains,Montane Grasslands & Shrublands,21023.12,89.472,43.551,0.626635234,0.564414932,0,39.31120603,97.88732394,176.2219221,25.4636635,275.8117112,252.5855854,4269.590513,0.487316231,70.27398849,565.2135221,0.676903312,147.8386075,92.87712078,5.367923758,3.712874259,0.026587165,0.00142391,47.13848194,580.2467669,24.50826683,16.30221256,1.470450615
211,Kurutag,China,Mountains,Deserts & Xeric Shrublands,7979.78,87.531,41.447,0.681020185,0.658371258,0,23.00363519,73.2625,1.523966939,0,121.6909099,0,1078.86392,0.028472206,34.93343521,168.1366931,0.000529989,9.124891914,6.255968785,1.160837735,1.58842976,0.00027109,0.012373635,31.26343044,254.9017588,13.80649464,16.57932653,0.87784603
212,Karlik Shan,China,Mountains,Montane Grasslands & Shrublands,6710.51,94.452,43.078,0.572851599,0.559244641,0,36.09671362,70.140625,31.53153128,3.45225219,225.5675665,15.18018032,1443.765017,0.450827651,17.82552481,194.7445668,0.042292277,57.39302337,22.96421428,3.991459227,4.554954965,0.000938865,4.68E-05,43.75881005,498.4780591,19.14838055,16.1030888,1.123300522
213,Dahei Shan,China,Mountains,Montane Grasslands & Shrublands,6432.53,94.082,43.603,0.548667471,0.553981014,0,37.22590332,72.84848485,41.66504832,0.870873817,118.2436879,64.16407672,1678.135678,0.346324445,16.47626726,84.38132457,0.182883816,23.11493574,19.44619737,3.149567052,2.184951469,0.00026968,0.00208495,40.00434898,455.1918086,19.1300452,15.90995814,1.031805716
214,Baytik Shan,China,Mountains,Deserts & Xeric Shrublands,2570.36,91.025,45.175,0.570242228,0.53126103,0,35.46650888,88.42857143,0,0,0,0,2143.776847,0.606570196,79.1565745,45.01532391,9.73E-05,56.41782524,40.24107125,1.27027868,2.077380967,0.000269231,0.001300851,45.87841552,470.2966057,21.31061098,14.88883633,1.158561988
215,Danghe Nanshan,China,Mountains,Deserts & Xeric Shrublands,24643.51,95.744,38.653,0.580283429,0.588048619,0.455942037,29.19747773,87.80241935,1.539617493,0.017759563,156.5841548,2.303825128,1329.21383,0.220658125,24.0988448,171.842456,1.484239444,27.71700707,28.09650127,1.930008441,2.180327871,3.07E-06,5.45E-05,49.13748617,531.372314,16.52776551,17.52787183,1.459489026
216,Qaidam Shan,China,Mountains,Deserts & Xeric Shrublands,12929.57,96.283,37.675,0.533084532,0.531997278,0,26.60338751,91.5,3.187830769,0.073544976,38.63280362,14.50687824,1163.506168,0.063946773,433.9772094,102.1882683,1.882590244,74.01589259,74.93304132,1.321294842,2.608947377,6.00E-07,0.00094687,43.9509211,394.842893,12.70110402,17.14792993,1.298154039
217,Tergun Daba Shan,China,Mountains,Deserts & Xeric Shrublands,12420.85,95.649,38.297,0.574789348,0.578765507,0,29.07871024,88.34677419,0,0,0,0,644.7791622,0.037036805,201.0240848,37.27686071,0.998876888,18.72593827,18.78888882,1.18459692,2.041351355,7.45E-07,0.003015649,45.60433314,457.6987207,15.2425224,17.56482286,1.418571508
218,Yema Shan,China,Mountains,Montane Grasslands & Shrublands,8292.95,95.912,39.56,0.561364773,0.589171059,0.965880943,35.61262485,86.62195122,3.85968992,0.052713177,341.812404,8.999999941,728.7426267,0.030498386,29.800884,485.331872,4.64825761,12.06311531,12.06325952,1.524147727,1.501171882,3.15E-06,0.002077507,44.71539037,425.9223225,15.67909859,16.78007793,1.116952125
219,Yema Nanshan,China,Mountains,Montane Grasslands & Shrublands,5721.46,96.123,39.146,0.575476803,0.609788692,0.54028215,30.71423575,92.01754386,5.520000065,0.099999998,591.2505845,11.86117634,790.7200656,0.065945557,29.800884,485.331872,4.68752344,17.81747218,17.82941183,1.316042781,2.458235296,2.08E-07,0,43.50559836,399.4727421,15.18383039,16.06056009,1.291754933
220,Shule Nanshan,China,Mountains,Montane Grasslands & Shrublands,7356.8,97.493,38.651,0.510624479,0.519269479,0,29.9115125,100.4246575,1.460185188,0.017592592,164.5370376,3.67777775,1685.576506,0.546858814,26.04792928,395.2559563,0.847557817,11.01860587,11.01860587,2.358126505,3.481481481,1.86E-05,0.007180157,52.63550469,529.6906459,20.04773657,17.23519346,1.507445755
221,Tulai Nanshan,China,Mountains,Montane Grasslands & Shrublands,5513.79,97.977,38.85,0.48841044,0.490764312,0.061657968,35.87801918,102.7037037,0.945238096,0.010714285,73.25595311,0.727380934,2944.266258,0.701844958,114.7420869,1178.153444,2.726352108,19.30466166,16.13277116,3.300544921,3.764285715,3.18E-05,0.000303435,53.90809264,578.9107522,19.2318768,16.77443244,1.539141657
222,Tulai Shan,China,Mountains,Montane Grasslands & Shrublands,3727.27,98.742,38.79,0.492833145,0.474261965,0.248697215,40.50691824,108.5555556,0,0,0,0,4414.910078,0.831509028,217.840928,2019.077504,1.154252496,40.87957893,23.61414144,3.852561454,4.081818182,6.59E-05,0.000359971,58.695867,600.6590776,22.51073586,17.80740072,2.24772677
223,Zoulang Nanshan,China,Mountains,Montane Grasslands & Shrublands,10257.19,99.279,38.949,0.512679549,0.489217174,1.408836179,43.13006647,111.5865385,59.20509573,6.009554114,607.741403,445.3203798,5635.961211,0.784121835,217.840928,2019.077504,1.460077412,104.0916456,70.08671681,3.270364969,3.258012827,0.005512426,0.001107348,52.69945139,541.973604,20.75683433,17.09617559,2.212671955
224,Lenglong Ling,China,Mountains,Montane Grasslands & Shrublands,25021.4,101.876,37.759,0.586756332,0.512937273,2.61789765,40.4549574,153.4817814,367.378416,56.60792367,994.9904366,404.6510932,14654.1127,0.784524997,694.7338142,1534.168805,3.070471865,360.3969361,371.9094385,5.098739168,4.10163488,0.014028958,0.002508951,58.35677341,541.8460386,23.00553184,16.78939517,2.403695132
225,Datong Shan,China,Mountains,Montane Grasslands & Shrublands,27894.52,100.029,37.654,0.483102304,0.458821972,1.72719959,39.93832127,138.8561151,82.69951083,56.96210228,224.3647916,51.93105141,20623.46188,0.914597129,124.875078,860.8172899,1.995914113,229.0764622,239.0271675,4.770717884,4.17402439,0.000231315,0.000463381,78.05636249,695.9815985,28.45629173,17.75209111,3.089625646
226,Qinghai Nanshan,China,Mountains,Montane Grasslands & Shrublands,29135.14,101.04,36.453,0.539615653,0.480965791,2.24618049,45.14027804,155.2951389,630.7362553,143.1938386,1168.661847,728.2308055,36132.68116,0.696003613,1284.53512,492.7044514,10.2680148,503.3565026,539.3225192,16.13564431,4.449170618,0.001781008,0.000168476,55.85624069,440.3693068,17.70140364,16.57548713,1.862087934
227,Pamir Mountains,"Afghanistan, Pakistan, China, Kyrgyzstan",Mountains,Montane Grasslands & Shrublands,117689.84,72.634,38.147,0.718220122,0.705673447,0.004591632,35.77036102,149.5561224,59.23644707,0.824297989,256.9425211,59.3665904,3048.918249,0.204125068,7456.878115,832.9248395,9.875556,225.9315478,231.985583,1.303727453,3.300143767,0.000876786,0.001190676,53.34119547,839.575053,26.97713223,15.32590934,0.885761264
228,Karakorum,"China, Pakistan",Mountains,Montane Grasslands & Shrublands,95768.27,77.2,35.636,0.700214271,0.659017137,1.339281941,27.21439762,80.7248954,0.240872727,0.037090909,7.099709007,2.410545466,2016.851639,0.047502563,2545.407267,671.0393282,19.58684453,194.1170603,186.1496314,1.837136237,1.767514536,0.000597534,0.018527223,49.76118147,636.7925729,20.83811934,17.98366802,1.275271605
229,Hindu Kush,"Afghanistan, Pakistan",Mountains,Deserts & Xeric Shrublands,388678.13,67.117,34.359,0.62005796,0.555604872,0.997692379,35.28164639,136.5355402,350.3763182,13.80430751,631.1318989,787.6384588,10704.95812,0.526771955,7783.161573,3327.201999,7.960828805,216.0125293,252.0475156,9.69381892,10.65970556,0.006310726,0.00126864,20.2615329,355.9737392,27.17995772,15.31680297,0.706671124
230,Nganglong Kangri,China,Mountains,Montane Grasslands & Shrublands,29995.23,82.117,32.316,0.414579608,0.451487778,0,18.72645707,53.93,0,0,0,0,1332.478844,0.124030329,1311.763923,8.386659757,1.090644961,258.5320751,258.5367833,4.845989016,3.822660099,7.30E-07,0.100914544,43.93613093,410.3103926,8.42689304,17.75079824,2.506877955
231,Gangdise Shan,China,Mountains,Montane Grasslands & Shrublands,80099.52,82.846,31.034,0.412075122,0.443579852,0.131407286,19.58170408,62.44168734,0.046203111,0,11.668893,0,1936.000491,0.286241024,4568.023957,16.08496591,1.581259321,159.1695428,159.4263223,5.141376586,3.817017383,1.85E-06,0.065780732,45.462423,469.8364272,11.637537,17.7756586,2.543336211
232,Nyainqentanglha Shan,China,Mountains,Montane Grasslands & Shrublands,188237.24,90.595,30.221,0.482078795,0.465662591,0.701220784,22.57345768,90.87612493,31.53657873,3.678636196,271.2556571,50.23559321,7168.925448,0.577962107,18944.79678,110.2476656,10.8157217,317.764016,324.1768098,10.46124528,4.107959023,0.024462569,0.033659066,57.33844319,627.2578271,17.09450341,17.60567422,2.408274755
233,Tanggula Shan,China,Mountains,Montane Grasslands & Shrublands,94325.69,94.119,32.249,0.482041123,0.4663904,0.544290945,23.85590443,84.84427966,10.11463797,1.971340517,64.70824378,22.49352876,3619.381637,0.728234093,4238.965708,46.69296983,1.816940591,165.0317311,172.0367878,7.592582944,3.997688752,0.014304849,0.013333487,67.64258132,734.1184837,22.95927392,17.42829013,2.35400167
234,Banyan Har Shan,China,Mountains,Montane Grasslands & Shrublands,149398.17,98.441,33.741,0.439525604,0.434709565,2.336731477,38.836956,132.1055444,5.270678067,0.501384909,22.94675265,3.447755477,3319.037081,0.736497991,2696.117818,61.85570581,8.776605965,254.814502,265.4345034,6.21995074,4.136103152,0.000122378,0.007578231,77.13852828,725.9304934,26.79792141,17.64424638,2.688126733
235,Ningjing Shan,China,Mountains,Montane Grasslands & Shrublands,30222.14,97.928,31.55,0.518281203,0.481418724,3.863669343,48.9070088,154.8646865,19.39635917,3.548543704,374.3058281,26.88883487,7469.051487,0.843341889,7562.395397,45.71979988,14.43436615,303.1238109,313.7676828,23.32309808,5.336585366,0.048324403,0.000387315,79.58970604,764.5440976,25.82475503,16.88619538,2.701318037
236,Taniantaweng Shan,China,Mountains,Montane Grasslands & Shrublands,20255.55,97.854,30.825,0.530588955,0.484569697,3.749800015,48.84633845,169.321608,24.62647074,5.76764711,594.2566258,13.32683818,13021.60684,0.804425261,9522.373036,204.6380267,5.318643931,323.8594269,335.1737644,29.00087642,4.959558824,0.05828729,0,73.13285922,699.2217482,24.50850578,16.55717611,2.545599781
237,Hengduan Shan,China,Mountains,Temperate Conifer Forests,20561.99,99.577,27.169,0.730894938,0.671244919,8.562469886,103.6957489,353.7756098,609.4259366,73.1146618,1372.52895,1339.156019,18448.34617,0.158786298,15760.05011,507.7440542,22.70459672,634.7296716,649.7339436,47.4247202,60.92293233,0.322721552,0.006383778,65.32977529,775.1674331,26.23596592,16.2010743,1.57931601
238,Nu Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,18462.23,99.142,25.714,0.768385777,0.701477663,17.95179766,118.2622492,435.6455026,888.3541654,330.4083357,1259.016665,1390.489581,33489.65136,0.219115626,24690.11887,652.3476648,61.67447116,674.9886134,698.4463559,39.97185939,65.84375,0.29310819,0,61.12606537,718.5971517,22.95413358,14.75990968,1.444832762
239,Xue Shan,China,Mountains,Temperate Conifer Forests,2884.29,99.717,27.503,0.747191401,0.717865708,7.480926072,102.6035254,342.75,417.0450058,51.28999977,1277.170003,827.5899902,16823.14298,0.224995515,18703.66925,306.985024,330.0150313,620.3990952,619.2687454,49.50483092,62.7,0.42033327,0,76.28358548,841.2605434,28.73121311,16.10859251,1.597221972
240,Chola Shan,China,Mountains,Montane Grasslands & Shrublands,7621.53,98.734,31.952,0.548421768,0.516359055,4.334415895,48.74534339,148.6025641,13.18018866,0.370754719,336.071696,6.73867913,4039.867139,0.90586505,7678.649404,45.77567725,47.86765692,200.6574702,207.2245353,17.1338345,3.962962963,0.003341701,0.000286752,79.03088342,779.1409855,27.24627006,17.16668274,2.539301991
241,Shaluli Shan,China,Mountains,Temperate Conifer Forests,76863.5,99.969,29.797,0.58970443,0.561143324,5.999118943,68.73412403,235.746114,44.15028983,3.447490341,572.6632194,62.53272185,6482.29854,0.656835861,6635.187043,75.5581925,29.73792375,481.3338423,490.428286,35.74463196,15.84227053,0.175562411,7.75E-05,75.85636549,785.1245065,26.63780444,16.85356324,2.169820357
242,Mianmian Shan,China,Mountains,Temperate Conifer Forests,6751.94,100.763,28.071,0.771295715,0.747587129,9.674207638,93.5375742,310.2794118,260.3697674,17.00465112,856.7837248,755.753495,16485.77974,0.243895358,7121.392304,225.7382764,61.26390483,554.6429878,556.2492037,64.99163987,69.77011494,0.409503469,0.004739871,71.60020657,848.9409055,26.5798918,16.47322034,1.726083984
243,Jingping Shan,China,Mountains,Temperate Conifer Forests,5624.53,101.117,28.437,0.745005254,0.725451128,8.450985651,86.88467212,302.4821429,143.0513151,21.85131571,430.3618389,359.4000025,15116.65849,0.39113534,7816.63534,109.0904163,14.50059427,643.2756645,645.5617684,60.89629174,69.10526316,0.438410158,0,74.46311367,877.8139523,27.16184724,16.65240281,1.850392741
244,Daxue Shan,China,Mountains,Montane Grasslands & Shrublands,53873.49,101.509,30.476,0.627848172,0.581330712,8.187149344,71.34208974,254.9136029,113.8299996,8.548904062,707.6978151,150.2168511,6980.854764,0.652151314,7281.644129,159.9422025,12.28751987,532.9713071,543.7640627,34.91858854,12.78600823,0.19211167,0.000342978,80.00075513,831.2887831,29.07598582,16.74049366,2.221129834
245,Qionglai Shan,China,Mountains,Montane Grasslands & Shrublands,54317.02,102.82,31.771,0.636778078,0.575913523,9.969044071,83.78129489,261.5833333,212.0943392,64.69164408,1084.543808,167.7316714,9509.239033,0.51875523,6707.028269,1888.512191,11.98956921,599.9964526,622.0141345,43.62471598,11.96866577,0.266676389,0.016131199,83.57543295,862.9571228,30.25776112,17.06380461,2.554200277
246,Xiqping Shan,China,Mountains,Montane Grasslands & Shrublands,12532.01,102.228,34.197,0.489881722,0.451862449,3.4360587,57.34772508,183.4065041,4.929545482,3.74431817,251.0431806,16.78238617,9266.770387,0.969141727,1545.286846,833.4370235,20.91588462,541.043757,549.3363141,9.960048064,4.782485876,0.007560956,0.195089998,97.03241776,699.5712324,30.39171599,17.09812393,3.186953376
247,Min Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,72718.13,104.491,33.237,0.710763999,0.639587925,10.81787379,85.24911095,250.3351573,610.0986174,83.70227018,968.2212262,533.8362301,15964.60888,0.441530549,4880.379269,1374.282556,8.044063537,568.2095505,622.1600651,55.62994348,42.12376726,0.29817534,7.90E-05,69.17643001,871.7871389,26.41729159,16.96424833,1.698741003
248,Liupan Shan,China,Mountains,Montane Grasslands & Shrublands,4063.63,106.377,35.502,0.628479994,0.544534683,4.350946644,61.37762478,156.8372093,2310.233313,73.7964911,1034.736839,642.1175406,32133.97167,0.430334908,1879.106569,2294.718734,0.037385507,548.0928853,634.4193544,20.08176529,10.78947368,0.085532841,0,55.60513123,554.4602089,23.14597786,16.07067928,1.814560628
249,Qin Ling,China,Mountains,Temperate Broadleaf & Mixed Forests,58330.56,108.267,33.568,0.792380888,0.728775608,10.80001716,81.16266382,225.128866,1504.333002,202.7182271,1169.664162,1261.537559,14790.3603,0.128980942,8789.661247,2357.981259,25.01331618,534.4441565,600.4555585,54.05947163,77.39210851,0.484533387,0,57.51748743,916.2572473,23.04733888,16.84007804,1.48488871
250,Micang Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,36965.82,106.583,32.186,0.747004903,0.686517427,15.20183108,77.97821175,229.9356568,1730.473625,387.9986215,2019.614169,859.1206687,69881.83196,0.294291538,12660.39548,2859.947396,33.55466574,558.4565421,584.5698544,54.50252531,94.59448819,0.346985855,0,48.49086128,650.3765141,20.47879003,18.19645847,1.384110171
251,Daba Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,54832.07,109.36,31.753,0.801392852,0.732994314,16.60714856,75.88149143,221.4927536,1362.889578,280.3440637,1557.74789,780.8680744,32061.40459,0.229983248,100724.348,2051.913208,564.2778042,543.7163235,602.7803618,62.48564294,84.16754617,0.525849036,0,54.15312609,848.6911468,21.39386022,16.67964717,1.600637939
252,Zhongtiao Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,4181.93,111.148,34.973,0.638275557,0.597025245,5.359663866,48.0887395,153.2142857,2427.038981,239.7355946,796.9186408,1640.566085,18004.53338,0.367862283,14477.68867,12444.76565,56.4855267,447.6305789,536.0397513,15.05260316,75.50847458,0.164061799,0.005640062,44.19583575,487.3837662,19.23136682,17.2814392,1.056096086
253,Xiao Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,6983.29,110.019,34.296,0.720563816,0.667621687,6.858013406,56.21907374,183.7058824,2928.288775,291.4346938,1624.34899,1901.799991,18223.27604,0.164386227,10006.81405,9941.044669,39.02773807,496.7238423,569.3956204,30.02106673,74.03061224,0.345749554,0.004581552,50.80597186,743.4871438,22.12365929,16.782706,1.425873848
254,Xiong'er Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,4471.84,111.033,34.356,0.651748713,0.605575075,7.879727805,49.19876563,163.1777778,2287.328582,293.0047636,4263.574584,2054.876193,36092.65275,0.42988068,18204.32179,18880.62874,18.18249717,475.9418921,563.9365108,14.50500546,75.73015873,0.21221198,0,44.55754154,573.599994,20.48168522,17.64576405,1.130932694
255,Jing Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,16109.22,111.266,31.979,0.784561618,0.715978394,12.71961139,50.85332128,191.1212121,1167.357803,261.2692655,2427.179817,999.2811904,29965.44827,0.20824724,15419.44135,765.0230016,8.79364845,502.7896511,567.5291222,49.347393,87.15207373,0.516412081,0,47.76807166,688.0900242,19.44815217,16.88477689,1.562950954
256,Wudang Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,7932.79,109.844,32.591,0.773527155,0.694020949,12.47711942,70.86308113,199.2727273,1304.875675,443.2054039,1290.926125,938.8693726,25322.7375,0.27417628,8851.622912,1329.508829,31.8886484,533.8462729,587.7740647,43.3165272,79.19196429,0.331249804,0,48.63964115,749.4122065,21.15866521,16.78123001,1.524039116
257,Funiu Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,25588.98,111.614,33.739,0.73816736,0.671587292,9.90514308,47.28337145,161.8455598,1629.907987,180.5614327,1400.964462,1595.339947,36452.7996,0.393488143,8731.671187,8542.464272,23.63006306,471.8492994,566.9244342,37.50517805,76.99725275,0.412197457,0,48.60719589,715.7700743,20.58911649,17.57120817,1.422646916
258,Tongbai Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,7930.16,113.76,31.901,0.694379348,0.643151766,11.9737422,39.86430408,169.2278481,1975.770001,404.7018202,3379.396361,1437.361815,37833.78153,0.42680244,93738.92462,4689.799734,0.387148244,513.8468869,526.4262651,35.58450185,104.0454545,0.231307188,0,44.46624279,532.8189432,17.58711019,17.47730669,1.608786872
259,Dabei Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,26622.04,115.738,31.103,0.771198376,0.711883696,16.30007173,43.93668616,199.4333333,1414.138888,571.4541694,2083.46722,999.0058368,35993.3428,0.061334635,384242.7646,11651.24519,2.91837775,551.3877349,582.7856711,49.86538462,104.7075209,0.376113318,0.020307967,46.78447125,551.6752143,17.69842273,16.90273114,1.373885504
260,Mufu Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,23906.65,114.487,29.421,0.746107281,0.680638985,16.38861123,53.55004061,225.6721311,2039.873209,645.3417445,1910.863235,1000.792833,31452.19685,0.104955053,338349.0152,4211.757112,258.256434,582.9320651,622.2150597,59.49587237,103.359375,0.330882184,0.023412228,46.11891079,491.0713524,15.07714069,15.0988505,1.320634311
261,Jiuling Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,19495.63,114.431,28.581,0.796042297,0.71397207,20.47807441,58.07823668,229.4666667,1387.180165,237.6805454,2446.334634,1555.759929,30708.9301,0.05319597,42100.65614,4808.575701,10.68800934,609.0578003,635.0058905,68.19797438,83.02325581,0.507748003,0.004816282,47.44166685,520.6839657,13.82248968,14.24674565,1.279225694
262,Tianmu Shan,China,Mountains,Temperate Broadleaf & Mixed Forests,20070.65,117.713,30.172,0.799558553,0.746213043,22.71562073,72.72950911,242.2254902,1403.068614,558.6445275,1785.518257,1131.170071,17666.38301,0.03730891,503714.5857,21109.92985,321.7641811,594.4907947,616.0095282,88.75396691,104.6167883,0.604689478,0.004359328,48.55254803,519.2569897,16.08080752,14.96756373,1.333592249
263,Guiji Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,3047.1,120.501,29.636,0.734576578,0.64299303,21.13826918,59.15616573,268.1290323,2476.651213,519.2902446,3861.397556,2540.253659,19757.2238,0,18882.64488,4333.10716,2.208003213,575.8439651,630.5300947,81.69836804,105,0.547391657,0,44.20661834,601.2311074,16.73609467,14.10747664,1.378531718
264,Donggan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,67266.43,119.396,27.619,0.815491745,0.75359551,29.19176922,71.60933725,310.346211,1371.407207,199.1056315,2499.804049,1547.342228,15211.64912,0.005580931,24005.0236,2893.585457,14.56595935,594.6310951,660.8323193,86.84194836,101.1396396,0.540067472,0.011815786,50.49990007,578.0597842,15.94866462,14.36561858,1.296463355
265,Xianxia Ling,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,15381.6,117.678,27.83,0.840195862,0.776619142,30.5683588,76.20409069,293.9423077,1223.366503,137.0581284,2669.781782,2495.256155,18097.46345,0.017314875,53538.71914,6408.201419,3.563129652,633.3094275,665.5995474,89.7233537,99.56896552,0.647500848,0,50.88888332,638.5729426,14.60685462,14.01607733,1.258266501
266,Daiyun Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,48558.18,117.724,25.03,0.80427797,0.748483107,26.56887951,69.54006779,339.601227,2046.851519,154.3912002,2820.58688,2386.782559,31992.91617,0.034922884,23560.78586,2546.236274,17.16648943,602.2643162,630.0109082,73.605381,112.1405751,0.468399533,0.000332099,47.82779793,487.6198875,14.88268236,14.00890721,1.198182014
267,Jiulian Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,5139.02,114.684,24.484,0.826409185,0.761717205,24.31476704,67.74260131,313.7735849,1455.689393,67.5803031,2698.953042,2757.207575,19587.53647,0.035019009,39979.05365,4886.895434,2.352746134,640.1788987,653.7606821,88.53752394,103.3846154,0.587321776,0,46.82237687,520.7147335,14.74743992,13.43018121,1.230709602
268,Wugong Shan,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,10414.99,113.991,27.298,0.784241892,0.713792742,23.32707344,58.68396054,239.51,1989.445528,401.085822,2244.552246,1571.720155,42904.62915,0.074480492,54573.33891,7163.474197,11.47850747,571.210284,630.0275721,76.60535819,73.77407407,0.438497232,0.003886485,45.8241685,509.8124409,13.74322488,14.60948314,1.331929258
269,Nan Ling,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,18362.62,112.314,24.98,0.785722092,0.711763973,32.41890863,73.90439932,294.8722222,1575.722453,168.7648311,1997.826692,1707.806356,36493.52989,0.182058372,83280.49315,7278.218025,9.988168167,609.2195162,646.3602253,81.90371072,85.86864407,0.495792842,0,47.76065915,550.5052754,15.95900978,14.63596193,1.349461247
270,Dayu Ling,China,Mountains,Tropical & Subtropical Moist Broadleaf Forests,2931.81,114.235,25.259,0.815493546,0.744168254,29.52024345,70.93066949,288.8709677,1721.800001,163.9567574,2835.435131,2493.270272,33995.93492,0.039822044,43776.14386,3357.99927,3.156543387,642.994007,656.5664376,78.5704759,99.32432432,0.577395837,0,47.4867401,518.1960602,14.62792624,13.76495613,1.230265879
